開放粵語字典（耶魯拼音數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本字典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［繁體字］	［簡體字］	［耶魯拼音］
擬	拟	yi5
迤	迤	yi5
洱	洱	yi5
爾	尔	yi5
貳	贰	yi6
異	异	yi6
肄	肄	yi6
義	义	yi6
劓	劓	yi6
二	二	yi6
易	易	yi6
抑	抑	yik7
億	亿	yik7
臆	臆	yik7
益	益	yik7
憶	忆	yik7
鬩	阋	yik7
疫	疫	yik9
譯	译	yik9
繹	绎	yik9
亦	亦	yik9
奕	奕	yik9
驛	驿	yik9
役	役	yik9
翊	翊	yik9
液	液	yik9
翼	翼	yik9
弈	弈	yik9
蜴	蜴	yik9
腋	腋	yik9
翌	翌	yik9
易	易	yik9
弋	弋	yik9
掖	掖	yik9
逆	逆	yik9/ngaak9
淹	淹	yim1
閹	阉	yim1
奄	奄	yim1
懨	恹	yim1
醃	腌	yim1/yip8
魘	魇	yim2
掩	掩	yim2
饜	餍	yim3
厭	厌	yim3
鹽	盐	yim4
炎	炎	yim4
嚴	严	yim4
髯	髯	yim4
蚺	蚺	yim4
嫌	嫌	yim4
閻	阎	yim4
閆	闫	yim4
簷	檐	yim4/sim4
冉	冉	yim5
儼	俨	yim5
苒	苒	yim5
染	染	yim5
驗	验	yim6
艷	艳	yim6
焰	焰	yim6
咽	咽	yin1
菸	烟	yin1
湮	湮	yin1
焉	焉	yin1
胭	胭	yin1
蔫	蔫	yin1
煙	烟	yin1
燕	燕	yin1
嫣	嫣	yin1
鄢	鄢	yin1
閼	阏	yin1
偃	偃	yin2
演	演	yin2
鼴	鼹	yin2
堰	堰	yin2
兗	兖	yin2
衍	衍	yin2/hin2
燕	燕	yin3
宴	宴	yin3
嚥	咽	yin3
延	延	yin4
燃	燃	yin4
筵	筵	yin4
妍	妍	yin4
蜒	蜒	yin4
焉	焉	yin4
言	言	yin4
涎	涎	yin4
研	研	yin4
賢	贤	yin4
然	然	yin4
舷	舷	yin4
弦	弦	yin4
莧	苋	yin6
硯	砚	yin6
現	现	yin6
彥	彦	yin6
讞	谳	yin6
諺	谚	yin6
唁	唁	yin6
瑛	瑛	ying1
膺	膺	ying1
纓	缨	ying1
嬰	婴	ying1
應	应	ying1
櫻	樱	ying1
英	英	ying1
鸚	鹦	ying1
鷹	鹰	ying1
映	映	ying2
影	影	ying2
應	应	ying3
營	营	ying4
瀠	潆	ying4
形	形	ying4
刑	刑	ying4
蠅	蝇	ying4
仍	仍	ying4
嬴	嬴	ying4
瀛	瀛	ying4
縈	萦	ying4
螢	萤	ying4
邢	邢	ying4
贏	赢	ying4
楹	楹	ying4
迎	迎	ying4
盈	盈	ying4
瑩	莹	ying4
凝	凝	ying4
型	型	ying4
熒	荧	ying4
陘	陉	ying4
滎	荥	ying4
鎣	蓥	ying4
瀅	滢	ying4/ying6
郢	郢	ying5
認	认	ying6
靨	靥	yip8
葉	叶	yip9
燁	烨	yip9
業	业	yip9
頁	页	yip9
謁	谒	yit8
噎	噎	yit8
咽	咽	yit8
熱	热	yit9
拽	拽	yit9
孽	孽	yit9
臬	臬	yit9/nip9
么	幺	yiu1
腰	腰	yiu1
妖	妖	yiu1
邀	邀	yiu1
吆	吆	yiu1
要	要	yiu1
夭	夭	yiu1
擾	扰	yiu2
夭	夭	yiu2
窈	窈	yiu2
繞	绕	yiu2/yiu5
要	要	yiu3
姚	姚	yiu4
謠	谣	yiu4
鰩	鳐	yiu4
饒	饶	yiu4
颻	飖	yiu4
嬈	娆	yiu4
搖	摇	yiu4
瑤	瑶	yiu4
堯	尧	yiu4
窯	窑	yiu4
遙	遥	yiu4
洮	洮	yiu4
徭	徭	yiu4
舀	舀	yiu5
曜	曜	yiu6
鷂	鹞	yiu6
耀	耀	yiu6
唷	唷	yo1
喲	哟	yo1
迂	迂	yu1
於	于	yu1
淤	淤	yu1
瘀	瘀	yu2
嫗	妪	yu2
傴	伛	yu2
酗	酗	yu3/heui2/heui3
渝	渝	yu4
輿	舆	yu4
揄	揄	yu4
如	如	yu4
俞	俞	yu4
虞	虞	yu4
萸	萸	yu4
隅	隅	yu4
予	予	yu4
覦	觎	yu4
儒	儒	yu4
諛	谀	yu4
茹	茹	yu4
狳	狳	yu4
嚅	嚅	yu4
娛	娱	yu4
漁	渔	yu4
盂	盂	yu4
魚	鱼	yu4
歟	欤	yu4
余	余	yu4
蠕	蠕	yu4
于	于	yu4
蝓	蝓	yu4
榆	榆	yu4
餘	余	yu4
禺	禺	yu4
逾	逾	yu4
臾	臾	yu4
竽	竽	yu4
濡	濡	yu4
愚	愚	yu4
妤	妤	yu4
愉	愉	yu4
瑜	瑜	yu4
踰	逾	yu4
孺	孺	yu4/yu6
語	语	yu5
禹	禹	yu5
雨	雨	yu5
齬	龉	yu5
圄	圄	yu5
瑀	瑀	yu5
羽	羽	yu5
予	予	yu5
敔	敔	yu5
貐	貐	yu5
乳	乳	yu5
與	与	yu5
宇	宇	yu5
汝	汝	yu5
諭	谕	yu6
寓	寓	yu6
裕	裕	yu6
御	御	yu6
愈	愈	yu6
馭	驭	yu6
癒	愈	yu6
預	预	yu6
遇	遇	yu6
蕷	蓣	yu6
譽	誉	yu6
豫	豫	yu6
與	与	yu6
語	语	yu6
禦	御	yu6
喻	喻	yu6
籲	吁	yu6
煜	煜	yuk7
毓	毓	yuk7
郁	郁	yuk7
沃	沃	yuk7
昱	昱	yuk7
彧	彧	yuk7
頊	顼	yuk7
旭	旭	yuk7
蓐	蓐	yuk9
褥	褥	yuk9
鈺	钰	yuk9
浴	浴	yuk9
辱	辱	yuk9
育	育	yuk9
獄	狱	yuk9
肉	肉	yuk9
欲	欲	yuk9
玉	玉	yuk9
慾	欲	yuk9
縟	缛	yuk9
鬻	鬻	yuk9
峪	峪	yuk9/yu6
蜿	蜿	yun1
鴛	鸳	yun1
淵	渊	yun1
冤	冤	yun1
鳶	鸢	yun1
宛	宛	yun2
苑	苑	yun2
婉	婉	yun2
琬	琬	yun2
菀	菀	yun2
怨	怨	yun3
轅	辕	yun4
圓	圆	yun4
猿	猿	yun4
眩	眩	yun4
緣	缘	yun4
元	元	yun4
員	员	yun4
玄	玄	yun4
芫	芫	yun4
源	源	yun4
園	园	yun4
鉛	铅	yun4
烷	烷	yun4
沿	沿	yun4
懸	悬	yun4
原	原	yun4
袁	袁	yun4
完	完	yun4
沅	沅	yun4
紈	纨	yun4
丸	丸	yun4/yun2
阮	阮	yun5
軟	软	yun5
遠	远	yun5
願	愿	yun6
院	院	yun6
媛	媛	yun6
炫	炫	yun6/yun4
縣	县	yun6
遠	远	yun6/yun5
翁	翁	yung1
雍	雍	yung1
廱	廱	yung1
邕	邕	yung1
嗡	嗡	yung1
饔	饔	yung1
佣	佣	yung2
踴	踊	yung2
俑	俑	yung2
湧	涌	yung2
冗	冗	yung2
擁	拥	yung2
臃	臃	yung2
蛹	蛹	yung2
慂	恿	yung2
戎	戎	yung4
茸	茸	yung4
鱅	鳙	yung4
慵	慵	yung4
溶	溶	yung4
融	融	yung4
榕	榕	yung4
蓉	蓉	yung4
傭	佣	yung4
庸	庸	yung4
熔	熔	yung4
鏞	镛	yung4
容	容	yung4
絨	绒	yung4/yung2
勇	勇	yung5
用	用	yung6
閱	阅	yut9
穴	穴	yut9
越	越	yut9
釔	钇	yut9
鉞	钺	yut9
曰	曰	yut9
月	月	yut9
粵	粤	yut9
悅	悦	yut9
乙	乙	yut9/yut8
